,topology,lr,clip,momentum,sigma,sigma-cor,T,loss
0,ring,0.0001,1e-05,0.0,0.0004503353833104608,0,5000,0.3559986245189866
1,ring,0.0001,0.0001,0.0,0.004503353833104608,0,5000,0.3173926078113509
2,ring,0.0001,0.001,0.0,0.04503353833104608,0,5000,0.39013455791870644
3,ring,0.0001,0.01,0.0,0.45033538331046075,0,5000,0.35884388724005306
4,ring,0.0001,0.1,0.0,4.503353833104607,0,5000,0.28818494421067986
5,ring,0.005,1e-05,0.0,0.0004503353833104608,0,5000,0.38790601997107765
6,ring,0.005,0.0001,0.0,0.004503353833104608,0,5000,0.32066213436053287
7,ring,0.005,0.001,0.0,0.04503353833104608,0,5000,0.3330222229487487
8,ring,0.005,0.01,0.0,0.45033538331046075,0,5000,0.28293666591401206
9,ring,0.005,0.1,0.0,4.503353833104607,0,5000,0.15081058093981037
10,ring,0.01,1e-05,0.0,0.0004503353833104608,0,5000,0.371607046638492
11,ring,0.01,0.0001,0.0,0.004503353833104608,0,5000,0.4287456234567344
12,ring,0.01,0.001,0.0,0.04503353833104608,0,5000,0.3521030463955587
13,ring,0.01,0.01,0.0,0.45033538331046075,0,5000,0.17650960883052358
14,ring,0.01,0.1,0.0,4.503353833104607,0,5000,0.28478661833645763
15,ring,0.05,1e-05,0.0,0.0004503353833104608,0,5000,0.36321592497867833
16,ring,0.05,0.0001,0.0,0.004503353833104608,0,5000,0.35356580004762617
17,ring,0.05,0.001,0.0,0.04503353833104608,0,5000,0.2738277364103853
18,ring,0.05,0.01,0.0,0.45033538331046075,0,5000,0.12029394297444941
19,ring,0.05,0.1,0.0,4.503353833104607,0,5000,1.4147571721913028
20,ring,0.1,1e-05,0.0,0.0004503353833104608,0,5000,0.29605183813068275
21,ring,0.1,0.0001,0.0,0.004503353833104608,0,5000,0.34934803766899125
22,ring,0.1,0.001,0.0,0.04503353833104608,0,5000,0.2489349755772619
23,ring,0.1,0.01,0.0,0.45033538331046075,0,5000,0.29429719783458713
24,ring,0.1,0.1,0.0,4.503353833104607,0,5000,9.584824729966181
